6663586|67954.99|7350519|960390.32
7319321|58256.76|3423926|520402.99
6990590|-978.19|7010627|601461.3
10041316|52263.73|5678987|886131.75
798109|17332.91|2123782|730093.2
6977357|90725.88|3503787|12452.58
1275855|28743.68|9829960|895284.53
6879710|32325.62|5385588|617984.26
3344696|22755.15|1445520|832083.0
6582877|53604.03|7280404|704815.08
8148406|56898.32|3293840|382966.47
6880734|23077.84|6535927|219365.12
9683571|27092.4|1702106|169962.72
8184096|71286.69|8532633|897080.66
8065794|4893.54|2234443|816538.82
2762366|36914.48|5284314|79658.53
4368404|47146.4|4498474|41757.97
6264788|35509.69|9580115|475417.72
5800417|99928.75|3143833|809250.08
396830|48720.46|6749904|508915.0
9994192|10506.41|3886502|164972.41
4633207|94839.95|7600954|-46696.57
8935127|54763.37|5356711|871561.05
9754054|60810.74|9615445|586157.76
9507817|25618.14|3572414|534082.29
2460828|84925.48|4201638|815056.14
6389323|54732.23|6188590|347393.44
8677339|12593.67|5001679|-60682.5
5858191|70189.56|5336575|576055.6
5826574|15726.87|4169895|306915.09
9403740|89797.66|4881770|487995.52
9016496|26844.6|1598605|335968.38
8941763|57167.2|10066220|407947.22
10299349|773.0|8541640|152159.28
7302375|99023.55|2828943|19318.39
1463358|60276.49|4981543|680685.1
3714162|34869.64|2978567|271607.55
1764894|47822.32|1423137|257873.45
8040644|82470.18|9173483|929139.45
5374348|94316.35|5002542|954867.04
6962877|66454.56|40649|255782.29
1185317|90758.96|1258979|776590.5
2231396|72066.03|2675339|391220.93
6369442|-3300.84|4961718|572452.27
9102047|67297.96|2678272|858751.84
8595103|75181.1|6886286|844131.31
7003576|43037.2|5700076|166027.31
3681441|67953.77|6803565|723749.28
6790026|61895.08|8951850|578285.18
7546436|84919.99|8543948|148856.9
2449723|26859.23|8787316|415347.57
9376814|-5921.8|9445740|508221.29
2714609|11306.27|6442632|482740.23
3550137|61535.82|9680402|222681.74
6116836|10264.99|6958843|896649.16
6241401|56985.82|8348932|824288.84
8619014|-1720.56|5312396|178630.17
8167556|23948.48|3749236|962282.85
5081163|36415.2|1146020|646406.76
9591866|71166.72|3722221|596778.19
10430978|58854.31|4644234|878128.93
243957|57073.13|9334567|106765.47
891640|82388.21|9596503|261902.86
566810|73547.59|2269674|95721.61
9971255|8105.97|1636947|60160.9
1537960|-4528.86|7225367|529106.27
5746579|41427.29|7948294|310627.83
7227371|91750.2|7306403|968538.09
3962426|10797.18|3199286|100537.08
4354834|32394.82|1105980|174752.67
8631140|-2265.7|8986804|419023.35
10304635|73497.53|4534910|416425.38
4484084|79041.67|9721284|632529.43
5703351|29389.81|7730235|81100.37
7124076|61199.59|5585356|761609.12
2589499|17835.78|4535590|485959.87
4781607|60201.73|6080474|380857.45
8318491|36220.04|915732|75236.92
9888383|9755.19|2448236|556009.31
5028590|83448.27|5234050|518062.82
7491146|2521.82|1580050|537647.0
8093509|74785.22|3104536|-78001.09
4304528|97421.43|7483273|6096.69
789091|81330.49|936852|831242.58
6861533|63376.07|2900957|998673.14
9389058|24338.33|8212359|-88703.51
3722650|4285.11|6322649|307661.81
9599377|93359.57|8835601|943370.32
9405068|44047.75|5108720|978085.04
6033977|88546.12|9491408|80308.94
9111298|30134.34|592556|97307.18
4105880|69519.89|6761002|477573.42
1178060|44289.27|1555159|307625.71
1345503|35842.67|8728586|454736.56
10026019|71059.55|1407090|205262.24
5114240|31800.15|5292207|209930.3
5242599|80114.72|7859774|859763.54
3748137|-4199.71|7276114|222427.65
6611241|-6740.91|8461762|285820.16
8577493|25023.54|6816590|969256.77
6356440|79670.79|955927|5091.64
4347996|16744.0|1368078|533921.37
1930139|62839.23|9553575|858336.37
9973027|85785.69|7057772|140856.0
4931388|11283.16|1888010|375640.08
7891398|78658.74|5477512|106246.27
6181113|11286.47|2704633|-74040.07
10640293|48715.17|10248143|119006.5
10013252|26165.94|10190065|405255.47
10298611|37115.49|946731|880541.83
9184421|10707.03|7965226|32190.01
2196678|60732.64|5085163|-37624.41
7519286|4243.45|2355445|367126.85
5357963|58916.02|869521|988355.92
4087786|29201.11|1957837|-96094.36
1708137|87721.76|7427232|140825.03
3558925|58320.83|2434954|835141.83
3556092|28077.98|6962460|660823.8
5753020|40315.6|1761979|-74068.12
10344804|67768.51|7678364|554633.94
2574307|79498.94|871137|45363.97
6740224|86059.57|5673918|998878.96
3032213|95512.23|9233326|69768.09
6837818|80868.82|3632252|-41748.26
6764652|44771.77|847952|579915.73
5780768|19305.73|601311|150588.47
6086790|98408.34|7285288|892884.96
10230869|4135.39|1425956|854750.15
10161551|-2959.9|5209038|158014.53
921059|71433.2|7051154|252375.9
5109172|84853.74|4863835|926462.43
3683878|20451.64|1224999|116061.33
2159371|27564.05|6858528|489195.38
8479109|93439.14|3373287|5080.04
8711729|60760.39|9116589|-97905.18
4274079|54963.55|2170443|285031.31
8580973|20634.11|7385540|230735.54
10370616|87300.27|1727086|743577.26
6442744|-3996.74|7050864|517944.63
9076531|6123.47|6533241|-54094.89
172518|51110.62|7922564|534649.06
1237543|92203.63|843071|254111.49
4856043|1351.58|6018771|136894.49
1410898|-5927.84|4706271|591930.36
10057450|-8401.8|1809272|896838.06
5798260|79389.08|6816229|951807.87
8791069|93619.71|1083924|900184.83
2539384|74736.42|5700722|527509.33
9859877|39294.78|8554692|18706.79
6532903|47263.31|8283322|315659.23
8907804|31643.03|4959609|193269.9
9900177|97044.73|4704220|702512.73
5073677|88320.82|2819260|71770.22
7621224|23719.19|276402|728853.13
4241219|-1861.34|4981403|963398.32
4000858|-5825.9|5276328|-72519.15
8510750|91700.12|2697863|248290.37
4673053|-6118.06|4668801|134000.61
1192539|5518.25|4480791|640733.22
6394662|81299.42|1695304|772514.1
9412840|63656.24|5994958|982858.19
10182319|94796.87|7379689|383530.7
8069052|-7812.93|7035615|126099.33
9641558|73357.38|6126927|974213.57
6910674|71070.23|5454759|45917.2
8028730|4371.24|1646918|260246.57
7866715|87733.07|1961096|855969.69
8717203|90708.48|9333195|198090.59
4023761|-3357.09|9648563|140849.31
5498412|-2180.28|2511577|-98356.01
6757165|98636.4|8791898|960271.63
1087951|72541.96|8508542|26486.86
2811496|44211.38|4151546|201651.27
809664|85546.68|7629376|677320.33
8136923|-8740.33|7289235|468035.45
10761223|18801.47|10614512|168479.4
9554163|66586.06|5871882|117036.43
8812536|72159.64|5957911|659502.81
2413272|-2678.48|3625577|838092.37
9346078|42359.85|6965508|978361.75
4278968|60055.25|2088022|917420.68
320406|-4909.3|5838467|846201.66
4061967|18900.07|4882307|956945.14
7289726|83510.08|10648688|961963.3
6372551|26686.65|9051322|164662.81
1806929|90526.86|3459815|807360.95
9929498|81822.73|7699177|550165.39
3600907|-7332.84|8319134|293757.41
5790851|81053.94|5760871|445557.3
6588633|81714.3|738142|326547.56
8980023|48951.16|8279706|619097.93
9599107|25676.74|7946290|-22352.63
2184338|24851.39|3458458|750936.26
2568733|99409.37|9456714|136672.09
1635143|74663.8|2093095|-73156.52
4138535|16850.47|10613238|558629.42
2126191|27291.74|5643430|857742.37
8567152|86485.0|6214603|-253.66
9814129|50835.48|2600620|182249.29
1217608|50334.53|3524315|216770.46
5301144|95950.08|7732573|698765.96
2364370|-3608.97|974270|511483.27
5243566|20769.67|6576344|78653.6
7627881|29622.99|5729016|509587.09
5839122|75265.06|9455186|448013.54
3196552|18517.01|5979390|620987.01
5070171|-6768.65|4306036|123324.29
9101153|336.54|1971864|991257.91
2137232|34770.63|6831803|556843.3
5849833|83616.41|9059633|55858.98
1476850|-3279.48|10033821|-69923.83
9827487|30627.66|9588166|926993.97
4144062|67636.08|6187658|922115.13
9110353|48067.74|2104068|751075.74
6595213|82854.35|8837411|102841.82
928183|16510.69|5550348|121986.95
3558636|22427.32|2721557|-41685.42
8556849|75418.1|10059405|444300.08
4862249|67256.2|6594600|958513.86
750910|49166.02|5388513|955471.19
9223018|51244.24|8857477|171713.72
5531940|91180.93|10163919|507619.02
7658300|66430.42|9808912|40388.97
1327803|30494.42|7820174|163885.88
7825919|95522.21|1969651|-43140.41
3273641|-3586.98|6652263|759806.17
6560259|50036.31|1834986|189640.75
2365708|-2945.68|6142771|931316.34
2751278|59189.29|2366116|204968.52
1149780|31871.6|4058240|-75646.98
5124299|81576.03|8880904|78403.44
3223026|98363.25|6915409|657511.75
5092493|31712.0|1686356|114169.94
7623515|6515.0|704959|503286.15
1885803|57104.92|5765521|936543.72
10106455|37234.71|8684691|-21333.94
6406538|812.29|576467|700680.21
3219981|21580.68|9261383|-33968.72
5214550|99042.85|6941076|509861.82
5860139|65331.11|2786486|813647.49
1707180|7666.99|1223482|676843.88
3328770|44205.13|1710553|474728.18
1190350|47896.69|2838556|109189.32
2292982|74465.44|8011882|133761.57
4343802|69993.44|3100517|586682.66
9979908|11236.03|9555790|635402.68
6670897|-160.37|9683828|13881.68
1406019|13568.25|2725346|887797.18
1859464|52225.74|3267816|454266.66
787994|41256.77|3967612|676721.75
8619971|73470.51|6445998|948338.04
3496418|45430.06|1184104|921642.45
9753644|94981.73|7601622|766735.52
6608199|47620.58|10242078|-97554.4
10105855|-6316.86|1897510|652325.05
3257876|20420.92|8205014|242383.2
8414725|63776.26|6278346|224233.34
1997297|24050.7|3692861|-68955.27
5671914|43289.21|7996341|334587.47
7233566|89481.85|717161|447719.51
1456693|21421.23|4431954|-89557.44
6237361|14784.69|7027480|238494.84
2097645|58120.55|5988957|409031.55
8369248|79624.32|4788382|625061.87
8204789|83892.91|3628590|608722.68
1753313|-5543.25|1415551|631348.81
9140907|21969.48|7188797|336145.77
7380833|-9416.68|3686983|517892.47
2542937|23299.35|7774481|509202.23
1202535|12889.83|7544871|765400.25
2518806|47005.81|1338805|435274.5
10291507|-1325.07|8564523|816049.98
2894738|93.97|7924781|616469.04
2356661|-526.04|3221415|905162.91
5560556|89904.84|2891610|50172.29
5413152|-7906.76|592489|-12026.02
5453856|84805.67|7030774|191339.17
3104439|48887.09|6284058|168897.95
10387548|77185.41|4057715|87776.44
6183160|65585.03|3957195|724613.17
2323240|64827.2|5369484|537947.25
9981128|9030.26|6023203|935612.44
8132103|-9627.86|7486614|356752.2
7852057|28435.58|819432|604959.1
5145106|25577.06|6807835|831144.09
5632770|91279.68|398107|286965.64
3927994|17685.8|7492676|275528.6
2654458|46439.49|1822131|908474.53
4872002|5992.76|2597073|180126.92
4096884|88351.83|4644921|632872.57
6148620|81160.46|10041181|669418.71
5322880|5133.85|2678301|324308.22
7456471|88860.34|10186431|968908.87
8632253|337.82|1061563|796591.17
1170295|55729.89|9275530|331498.08
9819550|44189.0|9609914|917018.06
3175558|82551.07|5021989|166784.78
6325179|44294.2|5329355|285027.44
4589465|68236.73|6681767|612271.22
6211760|35008.42|7831694|533536.07
6071816|-6541.45|10157387|129015.18
5418752|97903.4|392506|758848.74
6813626|21963.44|4845678|910594.72
3004224|42327.49|1736421|191741.84
1191025|49779.21|2956543|570460.95
5108202|-131.45|1765615|942933.89
1966389|3947.9|2495729|51677.31
4199429|28758.98|3960592|171435.22
4183488|59240.27|2312085|243877.97
2752789|45576.21|6067026|421517.55
9139788|29896.06|428643|213942.88
6951075|94250.54|3504328|125632.35
3303053|24927.32|3689380|955195.55
7032806|41278.61|982218|244936.71
5913528|5128.09|3530792|673538.35
7644843|6482.4|730007|-95474.51
1432865|39083.16|10155404|918867.7
1829306|4786.91|4143753|735256.22
2320868|23232.06|9228517|241006.52
9466405|41185.56|4037486|43177.36
9410269|81527.46|5018725|722046.49
227928|10445.32|1845977|255685.22
9124310|70081.39|7719210|234522.03
3554447|49920.78|9271309|491397.91
4588781|4872.93|1180378|987406.15
6713943|82574.62|3107382|766982.1
6500562|62959.43|8244433|326950.68
7994811|45035.85|3813195|540571.23
5201312|46448.65|8606451|833394.82
2236642|65165.69|6145360|55499.07
7817213|-7957.65|4543719|801854.2
4686233|88583.11|6164594|570660.38
1625851|28823.24|7713594|572848.47
5627221|34712.24|3602732|137888.69
8848228|36944.11|4176107|920574.65
7193171|13797.12|7358391|226054.42
8747412|5242.92|8488667|489100.25
2219271|15832.99|1734072|585471.97
2637239|50199.19|3792220|86794.29
1910045|52839.5|1823005|540561.56
8315147|23549.82|1679150|913697.25
4338321|87129.71|5322888|419410.51
7445980|45726.92|6887990|214654.55
2103839|-6761.23|4734393|61286.99
3813895|63558.98|8012269|593407.4
1977693|-2718.31|2774995|-30254.67
10056182|-8139.92|2260149|270109.32
10046543|33352.9|2597512|852206.38
5860170|41964.34|5174005|730631.27
1586597|-3298.5|10075199|-37326.31
913975|32662.74|739177|552371.26
1261968|2370.7|6429660|255491.15
1766987|28079.74|9647800|877426.21
5354295|-9131.5|10287365|707393.97
3036290|63695.04|2775121|253353.07
3815870|47979.68|10891233|364119.95
2016268|41218.32|2597067|88005.53
9532591|14151.36|8785872|463227.76
6452602|25044.38|3062139|192968.98
6062135|21942.19|1702179|168037.0
2934814|69211.87|3751773|373146.93
5898497|107.37|9640303|992891.69
9410220|17446.38|10092176|417609.51
6072930|53114.76|2415211|467300.93
3844549|56339.37|1292913|-64204.14
7016675|2171.13|4709274|668940.58
8054208|2805.54|7919369|902044.0
9014225|38186.16|3721093|266834.75
6298808|44075.56|7358300|36500.01
431408|35032.05|9887637|200765.72
4437098|48146.84|6021861|-92600.3
4106821|44390.46|3664243|-52564.02
10620229|56476.72|1388309|463197.93
8303919|-8302.82|10604957|-16825.23
939086|53743.87|9654221|885693.42
8926234|36105.2|2613877|812584.39
5303283|-4603.23|4421875|-85295.04
3031397|94750.57|9797668|744663.11
9167611|47883.34|6749735|134120.82
2145571|-7356.56|7662894|580281.79
3500555|46293.58|3391407|342273.81
2485583|90266.64|2574905|483465.57
7455162|43759.31|4662896|410820.25
1801202|95494.67|1043154|663125.03
2194550|25064.77|5820472|173736.99
8622125|-2726.24|8770244|-68673.34
4446124|48178.65|4168642|495131.63
10401433|23932.28|5581032|730439.21
7204980|70695.5|1570894|219861.7
9484128|708.23|5807129|588760.5
1974467|49948.05|2635633|-72169.58
5686635|50402.6|1532366|925880.35
3466535|88888.73|2334099|885199.86
7232970|87224.04|6797879|426818.27
5594895|-5598.22|6645360|633387.08
2617936|79732.56|4138732|81790.9
5337251|17603.97|7999687|198801.15
7104663|41157.16|7800964|18056.52
7933124|94323.58|9572502|157016.31
